<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTS,0,240506,125212,114950,1
RTS,0,240506,125212,114950,1
RTS,0,240506,125212,114950,1
RTS,0,240506,125212,114950,1
RTS,0,240506,125212,114950,1
RTS,0,240506,125213,114950,1
RTS,0,240506,125213,114950,1
RTS,0,240506,125213,114950,1
RTS,0,240506,125213,114950,1
RTS,0,240506,125214,114950,1
RTS,0,240506,125215,114930,1
RTS,0,240506,125223,114950,1
RTS,0,240506,125223,114950,1
RTS,0,240506,125223,114950,1
RTS,0,240506,125223,114950,1
RTS,0,240506,125223,114950,1
RTS,0,240506,125224,114960,1
RTS,0,240506,125224,114960,1
RTS,0,240506,125224,114960,1
RTS,0,240506,125228,114960,2
RTS,0,240506,125234,114960,2
RTS,0,240506,125234,114960,10
RTS,0,240506,125234,114960,10
RTS,0,240506,125234,114960,10
RTS,0,240506,125234,114960,3
RTS,0,240506,125234,114960,1
RTS,0,240506,125243,114970,1
RTS,0,240506,125244,114970,1
RTS,0,240506,125248,114970,1
RTS,0,240506,125248,114970,1
RTS,0,240506,125248,114970,1
RTS,0,240506,125248,114970,3
RTS,0,240506,125248,114970,3
RTS,0,240506,125248,114970,2
RTS,0,240506,125248,114970,1
RTS,0,240506,125249,114970,3
RTS,0,240506,125249,114970,1
RTS,0,240506,125249,114970,2
RTS,0,240506,125249,114970,2
RTS,0,240506,125249,114970,1
RTS,0,240506,125249,114970,1
RTS,0,240506,125249,114970,1
RTS,0,240506,125249,114970,1
RTS,0,240506,125258,114970,5
RTS,0,240506,125258,114970,10
RTS,0,240506,125312,114980,1
RTS,0,240506,125312,114980,2
RTS,0,240506,125312,114980,1
RTS,0,240506,125312,114980,1
RTS,0,240506,125312,114980,3
RTS,0,240506,125312,114980,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,5
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,4
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,5
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,3
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,3
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115010,22
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,5
RTS,0,240506,125312,115010,4
RTS,0,240506,125312,115010,3
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,1
RTS,0,240506,125312,115010,3
RTS,0,240506,125312,115010,2
RTS,0,240506,125312,115010,4
RTS,0,240506,125312,115020,1
RTS,0,240506,125312,115000,4
RTS,0,240506,125312,115000,3
RTS,0,240506,125312,115000,2
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,114990,1
RTS,0,240506,125312,115000,1
RTS,0,240506,125312,115000,4
RTS,0,240506,125312,115010,1
RTS,0,240506,125313,115000,1
RTS,0,240506,125313,115010,1
RTS,0,240506,125313,115010,1
RTS,0,240506,125313,115010,1
RTS,0,240506,125319,115010,2
RTS,0,240506,125319,115010,1
RTS,0,240506,125319,115010,1
RTS,0,240506,125319,115010,1
RTS,0,240506,125319,115020,1
RTS,0,240506,125321,115010,1
RTS,0,240506,125321,115010,4
RTS,0,240506,125325,115010,5
RTS,0,240506,125325,115010,10
RTS,0,240506,125325,115010,10
RTS,0,240506,125325,115010,3
RTS,0,240506,125325,115000,1
RTS,0,240506,125325,115000,3
RTS,0,240506,125325,115000,10
RTS,0,240506,125325,114990,2
RTS,0,240506,125325,114990,1
RTS,0,240506,125328,114990,4
RTS,0,240506,125328,114990,1
RTS,0,240506,125332,115000,1
RTS,0,240506,125333,114990,1
RTS,0,240506,125334,114990,1
RTS,0,240506,125336,115000,1
RTS,0,240506,125336,115000,3
RTS,0,240506,125336,115000,4
RTS,0,240506,125336,115010,1
RTS,0,240506,125341,115010,2
RTS,0,240506,125349,115000,5
RTS,0,240506,125350,115010,1
RTS,0,240506,125350,115000,2
RTS,0,240506,125359,115000,1
RTS,0,240506,125401,115010,5
RTS,0,240506,125401,115010,1
RTS,0,240506,125401,115010,1
RTS,0,240506,125401,115010,3
RTS,0,240506,125401,115020,1
RTS,0,240506,125401,115020,1
RTS,0,240506,125401,115020,1
RTS,0,240506,125401,115020,1
RTS,0,240506,125410,115020,1
RTS,0,240506,125414,115020,1
RTS,0,240506,125414,115020,1
RTS,0,240506,125414,115020,1
RTS,0,240506,125414,115030,4
RTS,0,240506,125414,115030,1
RTS,0,240506,125414,115030,1
RTS,0,240506,125414,115030,1
RTS,0,240506,125415,115030,1
RTS,0,240506,125415,115030,1
RTS,0,240506,125415,115030,1
RTS,0,240506,125415,115030,1
RTS,0,240506,125416,115020,1
RTS,0,240506,125418,115030,1
RTS,0,240506,125423,115020,1
RTS,0,240506,125425,115020,1
RTS,0,240506,125425,115030,2
RTS,0,240506,125425,115030,1
RTS,0,240506,125425,115030,1
RTS,0,240506,125425,115030,2
RTS,0,240506,125426,115020,1
RTS,0,240506,125430,115030,1
RTS,0,240506,125431,115020,3
RTS,0,240506,125431,115020,1
RTS,0,240506,125432,115010,3
RTS,0,240506,125432,115010,1
RTS,0,240506,125432,115010,1
RTS,0,240506,125433,115010,1
RTS,0,240506,125433,115010,5
RTS,0,240506,125433,115010,1
RTS,0,240506,125442,115000,1
RTS,0,240506,125443,115000,1
RTS,0,240506,125448,115000,4
RTS,0,240506,125448,115000,1
RTS,0,240506,125453,115010,1
RTS,0,240506,125453,115010,1
RTS,0,240506,125502,115020,1
RTS,0,240506,125502,115020,1
RTS,0,240506,125502,115020,1
RTS,0,240506,125502,115030,6
RTS,0,240506,125502,115030,1
RTS,0,240506,125502,115030,1
RTS,0,240506,125502,115030,1
RTS,0,240506,125502,115030,1
RTS,0,240506,125502,115030,3
RTS,0,240506,125502,115030,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115040,1
RTS,0,240506,125505,115030,1
RTS,0,240506,125506,115040,1
RTS,0,240506,125511,115040,1
RTS,0,240506,125514,115030,1
RTS,0,240506,125515,115030,1
RTS,0,240506,125517,115030,2
RTS,0,240506,125521,115040,1
RTS,0,240506,125522,115030,11
RTS,0,240506,125522,115020,2
RTS,0,240506,125522,115020,1
RTS,0,240506,125522,115020,27
RTS,0,240506,125522,115020,3
RTS,0,240506,125522,115020,4
RTS,0,240506,125522,115010,3
RTS,0,240506,125522,115010,1
RTS,0,240506,125522,115010,1
RTS,0,240506,125522,115000,1
RTS,0,240506,125522,115000,2
RTS,0,240506,125522,115000,4
RTS,0,240506,125522,115000,1
RTS,0,240506,125522,115000,13
RTS,0,240506,125522,115000,1
RTS,0,240506,125522,115000,1
RTS,0,240506,125523,115000,1
RTS,0,240506,125523,114990,1
RTS,0,240506,125523,114990,1
RTS,0,240506,125523,114990,1
RTS,0,240506,125523,115000,1
RTS,0,240506,125523,115010,1
RTS,0,240506,125528,115000,1
RTS,0,240506,125528,115000,1
RTS,0,240506,125530,115020,1
RTS,0,240506,125530,115020,1
RTS,0,240506,125530,115020,1
RTS,0,240506,125545,115020,3
RTS,0,240506,125545,115020,1
RTS,0,240506,125545,115020,2
RTS,0,240506,125617,115010,1
RTS,0,240506,125617,115010,1
RTS,0,240506,125623,115010,1
RTS,0,240506,125624,115010,3
RTS,0,240506,125624,115010,2
RTS,0,240506,125638,115010,2
RTS,0,240506,125704,115010,1
RTS,0,240506,125705,115010,1
RTS,0,240506,125708,115010,4
RTS,0,240506,125715,115020,1
RTS,0,240506,125729,115020,1
RTS,0,240506,125736,115030,1
RTS,0,240506,125739,115020,1
RTS,0,240506,125739,115010,1
RTS,0,240506,125753,115010,2
RTS,0,240506,125756,115020,1
RTS,0,240506,125758,115010,1
RTS,0,240506,125804,115010,3
RTS,0,240506,125809,115010,3
RTS,0,240506,125817,115020,4
RTS,0,240506,125817,115020,1
RTS,0,240506,125817,115020,1
RTS,0,240506,125817,115020,1
RTS,0,240506,125817,115020,2
RTS,0,240506,125817,115020,2
RTS,0,240506,125817,115030,1
RTS,0,240506,125817,115030,2
RTS,0,240506,125817,115030,1
RTS,0,240506,125817,115040,1
RTS,0,240506,125817,115030,1
RTS,0,240506,125818,115030,3
RTS,0,240506,125818,115030,1
RTS,0,240506,125818,115040,1
RTS,0,240506,125818,115040,1
RTS,0,240506,125818,115040,1
RTS,0,240506,125821,115040,1
RTS,0,240506,125821,115040,1
RTS,0,240506,125825,115030,2
RTS,0,240506,125825,115030,1
RTS,0,240506,125828,115030,4
RTS,0,240506,125828,115030,1
RTS,0,240506,125834,115030,1
RTS,0,240506,125838,115020,1
RTS,0,240506,125839,115020,2
RTS,0,240506,125839,115020,3
RTS,0,240506,125839,115020,3
RTS,0,240506,125841,115020,1
RTS,0,240506,125842,115030,3
RTS,0,240506,125842,115020,1
RTS,0,240506,125842,115020,1
RTS,0,240506,125847,115030,7
RTS,0,240506,125850,115030,2
RTS,0,240506,125850,115030,10
RTS,0,240506,125850,115030,1
RTS,0,240506,125851,115040,1
RTS,0,240506,125852,115040,1
RTS,0,240506,125852,115040,2
RTS,0,240506,125859,115040,1
RTS,0,240506,125859,115030,3
RTS,0,240506,125900,115040,4
RTS,0,240506,125905,115040,1
RTS,0,240506,125905,115040,1
RTS,0,240506,125913,115050,1
RTS,0,240506,125913,115050,1
RTS,0,240506,125916,115050,1
RTS,0,240506,125916,115050,1
RTS,0,240506,125937,115050,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,1
RTS,0,240506,125938,115060,5
RTS,0,240506,125938,115060,1
RTS,0,240506,125939,115060,1
RTS,0,240506,125942,115060,5
RTS,0,240506,125942,115050,1
RTS,0,240506,125943,115050,1
RTS,0,240506,125943,115050,2
RTS,0,240506,125943,115050,3
RTS,0,240506,125947,115050,1
RTS,0,240506,125951,115050,1
RTS,0,240506,125951,115050,1
RTS,0,240506,125951,115050,1
RTS,0,240506,125952,115050,1
RTS,0,240506,125957,115060,2
RTS,0,240506,125957,115060,1
RTS,0,240506,125957,115060,1
RTS,0,240506,125958,115050,3
RTS,0,240506,125959,115060,5
RTS,0,240506,130000,115060,3
RTS,0,240506,130000,115060,2
RTS,0,240506,130001,115060,2
RTS,0,240506,130001,115050,1
RTS,0,240506,130001,115060,3
RTS,0,240506,130001,115050,3
RTS,0,240506,130001,115050,1
RTS,0,240506,130001,115050,4
RTS,0,240506,130001,115050,4
RTS,0,240506,130001,115050,1
RTS,0,240506,130002,115050,1
RTS,0,240506,130002,115060,6
RTS,0,240506,130002,115060,4
RTS,0,240506,130004,115060,1
RTS,0,240506,130004,115060,1
RTS,0,240506,130004,115060,1
RTS,0,240506,130004,115050,1
RTS,0,240506,130004,115040,1
RTS,0,240506,130004,115040,1
RTS,0,240506,130004,115040,1
RTS,0,240506,130004,115060,1
RTS,0,240506,130004,115050,1
RTS,0,240506,130004,115060,1
RTS,0,240506,130005,115050,2
RTS,0,240506,130006,115060,1
RTS,0,240506,130006,115060,1
RTS,0,240506,130006,115060,1
RTS,0,240506,130007,115050,1
RTS,0,240506,130007,115050,1
RTS,0,240506,130013,115050,3
RTS,0,240506,130013,115050,4
RTS,0,240506,130013,115050,6
RTS,0,240506,130015,115060,1
RTS,0,240506,130015,115060,4
RTS,0,240506,130015,115060,1
RTS,0,240506,130015,115060,1
RTS,0,240506,130015,115060,1
RTS,0,240506,130015,115060,1
RTS,0,240506,130015,115060,2
RTS,0,240506,130015,115070,4
RTS,0,240506,130015,115070,3
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130015,115070,1
RTS,0,240506,130016,115060,6
RTS,0,240506,130016,115060,1
RTS,0,240506,130016,115060,2
RTS,0,240506,130016,115060,2
RTS,0,240506,130021,115050,1
RTS,0,240506,130023,115050,3
RTS,0,240506,130027,115060,1
RTS,0,240506,130027,115060,1
RTS,0,240506,130027,115060,1
RTS,0,240506,130028,115060,1
RTS,0,240506,130028,115060,1
RTS,0,240506,130028,115060,1
RTS,0,240506,130032,115060,1
RTS,0,240506,130032,115060,2
RTS,0,240506,130032,115060,1
RTS,0,240506,130032,115060,1
RTS,0,240506,130033,115060,1
RTS,0,240506,130033,115060,3
RTS,0,240506,130033,115060,4
RTS,0,240506,130033,115060,1
RTS,0,240506,130033,115060,1
RTS,0,240506,130033,115060,1
RTS,0,240506,130035,115070,4
RTS,0,240506,130035,115070,1
RTS,0,240506,130035,115070,2
RTS,0,240506,130035,115070,3
RTS,0,240506,130035,115070,5
RTS,0,240506,130035,115070,2
RTS,0,240506,130035,115070,11
RTS,0,240506,130035,115070,2
RTS,0,240506,130035,115070,6
RTS,0,240506,130035,115070,2
RTS,0,240506,130036,115080,3
RTS,0,240506,130036,115080,3
RTS,0,240506,130036,115080,3
RTS,0,240506,130036,115080,3
RTS,0,240506,130036,115080,1
RTS,0,240506,130036,115080,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130037,115090,1
RTS,0,240506,130038,115090,3
RTS,0,240506,130038,115090,1
RTS,0,240506,130038,115090,1
RTS,0,240506,130038,115090,1
RTS,0,240506,130038,115090,1
RTS,0,240506,130038,115090,1
RTS,0,240506,130038,115090,2
RTS,0,240506,130038,115090,2
RTS,0,240506,130038,115090,1
RTS,0,240506,130039,115090,1
RTS,0,240506,130041,115090,1
RTS,0,240506,130044,115090,1
RTS,0,240506,130046,115090,1
RTS,0,240506,130047,115090,1
RTS,0,240506,130048,115090,1
RTS,0,240506,130049,115090,1
RTS,0,240506,130049,115090,1
RTS,0,240506,130049,115100,3
RTS,0,240506,130050,115090,1
RTS,0,240506,130053,115090,1
RTS,0,240506,130053,115100,3
RTS,0,240506,130053,115100,1
RTS,0,240506,130054,115100,2
RTS,0,240506,130054,115100,1
RTS,0,240506,130054,115100,2
RTS,0,240506,130056,115100,2
RTS,0,240506,130056,115100,2
RTS,0,240506,130056,115100,1
RTS,0,240506,130056,115100,2
RTS,0,240506,130057,115100,2
RTS,0,240506,130057,115100,8
RTS,0,240506,130057,115100,5
RTS,0,240506,130057,115100,3
RTS,0,240506,130057,115100,2
RTS,0,240506,130057,115100,4
RTS,0,240506,130057,115100,2
RTS,0,240506,130057,115100,1
RTS,0,240506,130057,115100,2
RTS,0,240506,130058,115100,4
RTS,0,240506,130058,115100,3
RTS,0,240506,130058,115100,1
RTS,0,240506,130059,115100,1
RTS,0,240506,130100,115100,2
RTS,0,240506,130100,115100,2
RTS,0,240506,130100,115100,1
RTS,0,240506,130101,115090,1
RTS,0,240506,130102,115090,1
RTS,0,240506,130102,115090,1
RTS,0,240506,130103,115090,1
RTS,0,240506,130103,115080,3
RTS,0,240506,130103,115080,1
RTS,0,240506,130103,115080,1
RTS,0,240506,130103,115080,1
RTS,0,240506,130103,115090,1
RTS,0,240506,130103,115090,1
RTS,0,240506,130103,115090,2
RTS,0,240506,130103,115100,2
RTS,0,240506,130103,115100,1
RTS,0,240506,130110,115100,2
RTS,0,240506,130115,115100,1
RTS,0,240506,130126,115080,2
RTS,0,240506,130126,115080,1
RTS,0,240506,130127,115090,1
RTS,0,240506,130128,115080,1
RTS,0,240506,130128,115080,1
RTS,0,240506,130128,115090,2
RTS,0,240506,130136,115090,1
RTS,0,240506,130136,115090,1
RTS,0,240506,130136,115090,3
RTS,0,240506,130136,115090,1
RTS,0,240506,130136,115090,1
RTS,0,240506,130137,115090,1
RTS,0,240506,130137,115090,1
RTS,0,240506,130144,115090,1
RTS,0,240506,130150,115090,1
RTS,0,240506,130150,115090,4
RTS,0,240506,130151,115090,1
RTS,0,240506,130151,115090,1
RTS,0,240506,130153,115090,1
RTS,0,240506,130158,115080,3
RTS,0,240506,130158,115080,3
RTS,0,240506,130158,115080,3
RTS,0,240506,130158,115080,1
RTS,0,240506,130158,115080,13
RTS,0,240506,130158,115070,2
RTS,0,240506,130158,115070,2
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,2
RTS,0,240506,130158,115070,2
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,3
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,1
RTS,0,240506,130158,115070,2
RTS,0,240506,130206,115070,2
RTS,0,240506,130206,115070,1
RTS,0,240506,130206,115070,1
RTS,0,240506,130206,115070,1
RTS,0,240506,130207,115070,3
RTS,0,240506,130207,115070,1
RTS,0,240506,130207,115070,1
RTS,0,240506,130209,115080,1
RTS,0,240506,130219,115080,1
RTS,0,240506,130219,115070,2
RTS,0,240506,130219,115070,1
RTS,0,240506,130219,115070,5
RTS,0,240506,130219,115060,1
RTS,0,240506,130219,115060,3
RTS,0,240506,130219,115060,1
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,4
RTS,0,240506,130219,115050,6
RTS,0,240506,130219,115050,9
RTS,0,240506,130219,115050,15
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,16
RTS,0,240506,130219,115050,2
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,10
RTS,0,240506,130219,115050,4
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115050,1
RTS,0,240506,130219,115040,1
RTS,0,240506,130219,115040,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115030,2
RTS,0,240506,130219,115020,3
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,2
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,24
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,2
RTS,0,240506,130219,115020,4
RTS,0,240506,130219,115010,3
RTS,0,240506,130219,115010,2
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,2
RTS,0,240506,130219,115030,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115020,4
RTS,0,240506,130219,115020,6
RTS,0,240506,130219,115020,2
RTS,0,240506,130219,115020,1
RTS,0,240506,130219,115010,2
RTS,0,240506,130219,115010,3
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115010,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,3
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130219,115000,1
RTS,0,240506,130220,115010,1
RTS,0,240506,130220,115010,1
RTS,0,240506,130224,115020,3
RTS,0,240506,130229,115020,1
RTS,0,240506,130229,115020,1
RTS,0,240506,130230,115020,1
RTS,0,240506,130231,115020,1
RTS,0,240506,130232,115010,1
RTS,0,240506,130239,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,2
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,2
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115010,1
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,3
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,3
RTS,0,240506,130240,115000,4
RTS,0,240506,130240,115000,13
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,4
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,114990,2
RTS,0,240506,130240,114990,2
RTS,0,240506,130240,115000,1
RTS,0,240506,130240,115000,2
RTS,0,240506,130241,115000,1
RTS,0,240506,130241,115000,1
RTS,0,240506,130241,115000,3
RTS,0,240506,130241,115000,1
RTS,0,240506,130242,115010,1
RTS,0,240506,130243,114990,1
RTS,0,240506,130243,114990,1
RTS,0,240506,130243,114990,1
RTS,0,240506,130243,114990,3
RTS,0,240506,130244,115000,4
RTS,0,240506,130250,115000,4
RTS,0,240506,130250,115000,1
RTS,0,240506,130250,115010,1
RTS,0,240506,130250,115010,1
RTS,0,240506,130250,115010,2
RTS,0,240506,130250,115010,1
RTS,0,240506,130251,115010,1
RTS,0,240506,130252,115010,1
RTS,0,240506,130257,115000,1
RTS,0,240506,130305,115010,1
RTS,0,240506,130311,115000,2
RTS,0,240506,130311,115000,3
RTS,0,240506,130311,115010,2
RTS,0,240506,130314,115010,1
RTS,0,240506,130314,115010,1
RTS,0,240506,130315,115010,1
RTS,0,240506,130317,115010,3
RTS,0,240506,130323,115020,1
RTS,0,240506,130334,115020,2
RTS,0,240506,130334,115020,1
RTS,0,240506,130334,115020,5
RTS,0,240506,130334,115020,5
RTS,0,240506,130334,115020,5
RTS,0,240506,130334,115020,7
RTS,0,240506,130334,115020,3
RTS,0,240506,130334,115020,1
RTS,0,240506,130334,115020,1
RTS,0,240506,130339,115040,2
RTS,0,240506,130339,115040,1
RTS,0,240506,130339,115040,1
RTS,0,240506,130339,115040,1
RTS,0,240506,130400,115050,1
RTS,0,240506,130406,115050,1
RTS,0,240506,130406,115050,1
RTS,0,240506,130418,115040,29
RTS,0,240506,130418,115040,2
RTS,0,240506,130418,115030,2
RTS,0,240506,130418,115040,3
RTS,0,240506,130418,115040,29
RTS,0,240506,130422,115030,1
RTS,0,240506,130426,115020,1
RTS,0,240506,130426,115020,1
RTS,0,240506,130426,115020,1
RTS,0,240506,130426,115020,2
RTS,0,240506,130426,115010,1
RTS,0,240506,130426,115010,1
RTS,0,240506,130426,115010,1
RTS,0,240506,130426,115010,1
RTS,0,240506,130426,115010,1
RTS,0,240506,130426,115010,1
RTS,0,240506,130432,115010,2
RTS,0,240506,130433,115010,6
RTS,0,240506,130433,115010,1
RTS,0,240506,130457,115010,1
RTS,0,240506,130458,115010,1
RTS,0,240506,130506,115010,1
RTS,0,240506,130506,115010,1
RTS,0,240506,130511,115010,2
RTS,0,240506,130511,115010,2
RTS,0,240506,130511,115010,1
RTS,0,240506,130519,115020,1
RTS,0,240506,130519,115020,1
RTS,0,240506,130519,115020,1
RTS,0,240506,130523,115010,1
RTS,0,240506,130537,115010,1
RTS,0,240506,130540,115010,1
RTS,0,240506,130540,115010,32
RTS,0,240506,130540,115010,2
RTS,0,240506,130540,115010,1
RTS,0,240506,130540,115010,1
RTS,0,240506,130540,115010,1
RTS,0,240506,130540,115010,1
RTS,0,240506,130540,115000,1
RTS,0,240506,130602,115000,3
RTS,0,240506,130602,115000,1
RTS,0,240506,130602,115000,1
RTS,0,240506,130606,115010,1
RTS,0,240506,130606,115010,5
RTS,0,240506,130606,115010,2
RTS,0,240506,130606,115010,1
RTS,0,240506,130606,115010,2
RTS,0,240506,130606,115010,1
RTS,0,240506,130607,115010,1
RTS,0,240506,130607,115010,1
RTS,0,240506,130607,115010,3
RTS,0,240506,130611,115000,1
RTS,0,240506,130612,115000,1
RTS,0,240506,130612,115010,3
RTS,0,240506,130614,115010,2
RTS,0,240506,130614,115010,1
RTS,0,240506,130626,115010,1
RTS,0,240506,130626,115010,1
RTS,0,240506,130642,115010,1
RTS,0,240506,130718,115000,3
RTS,0,240506,130734,115000,1
RTS,0,240506,130736,114990,1
RTS,0,240506,130737,115000,3
RTS,0,240506,130737,115000,2
RTS,0,240506,130737,115000,1
RTS,0,240506,130741,115000,1
RTS,0,240506,130743,115000,1
RTS,0,240506,130747,114990,1
RTS,0,240506,130747,114980,1
RTS,0,240506,130750,114980,1
RTS,0,240506,130750,114980,1
RTS,0,240506,130755,114980,1
RTS,0,240506,130757,114990,1
RTS,0,240506,130757,115000,2
RTS,0,240506,130859,114990,1
RTS,0,240506,130859,114990,1
RTS,0,240506,130859,114990,1
RTS,0,240506,130859,114990,1
RTS,0,240506,130900,114990,1
RTS,0,240506,130901,114990,1
RTS,0,240506,130909,114990,4
RTS,0,240506,130909,114990,3
RTS,0,240506,130909,114980,3
RTS,0,240506,130922,114990,2
RTS,0,240506,130940,115000,1
RTS,0,240506,130940,115000,1
RTS,0,240506,130940,115000,1
RTS,0,240506,130940,115000,1
RTS,0,240506,130940,115000,1
RTS,0,240506,130940,115000,1
RTS,0,240506,130955,115000,1
RTS,0,240506,130957,115010,1
RTS,0,240506,130957,115010,5
RTS,0,240506,130957,115010,7
RTS,0,240506,131002,115020,3
RTS,0,240506,131002,115020,5
RTS,0,240506,131002,115020,5
RTS,0,240506,131002,115020,4
RTS,0,240506,131002,115020,3
RTS,0,240506,131002,115020,2
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,1
RTS,0,240506,131002,115020,4
RTS,0,240506,131002,115030,2
RTS,0,240506,131005,115030,1
RTS,0,240506,131006,115030,1
RTS,0,240506,131008,115030,1
RTS,0,240506,131008,115030,1
RTS,0,240506,131008,115030,1
RTS,0,240506,131008,115030,1
RTS,0,240506,131008,115030,1
RTS,0,240506,131023,115020,3
RTS,0,240506,131034,115020,1
RTS,0,240506,131047,115020,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131051,115030,1
RTS,0,240506,131100,115040,2
